,customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
1162,1163,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1079.25,1739.0,1243.0,953.0,382.0
1163,1164,No,Cash Back,Letter,Medium,1,Yes,High,3,1,4,Yes,1073.25,1807.0,1351.0,824.0,311.0
1164,1165,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,1745.25,1668.0,1876.0,1917.0,1520.0
1165,1166,No,Air Miles,Letter,Low,3,No,Medium,3,1,2,No,1150.0,843.0,1162.0,1223.0,1372.0
1166,1167,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,945.0,1541.0,1428.0,749.0,62.0
1167,1168,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,No,268.25,244.0,449.0,173.0,207.0
1168,1169,No,Points,Letter,Medium,1,No,High,1,1,2,No,848.0,1825.0,813.0,579.0,175.0
1169,1170,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,811.5,937.0,985.0,594.0,730.0
1170,1171,No,Points,Postcard,Low,2,No,Low,1,1,3,Yes,791.25,45.0,1338.0,965.0,817.0
1171,1172,No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,990.75,1633.0,1495.0,648.0,187.0
1172,1173,No,Points,Postcard,High,2,No,Medium,1,2,3,No,1064.5,1678.0,1461.0,829.0,290.0
1173,1174,No,Air Miles,Letter,Low,1,No,Medium,3,1,1,Yes,1470.0,2168.0,1663.0,1139.0,910.0
1174,1175,No,Air Miles,Letter,High,1,No,Low,1,1,4,No,761.75,548.0,926.0,950.0,623.0
1175,1176,No,Cash Back,Letter,High,1,No,High,3,1,5,No,1125.75,1270.0,949.0,1640.0,644.0
1176,1177,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,884.0,621.0,669.0,929.0,1317.0
1177,1178,No,Cash Back,Postcard,Low,2,No,Low,2,2,2,Yes,1329.25,884.0,1725.0,2077.0,631.0
1178,1179,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,No,853.0,985.0,984.0,547.0,896.0
1179,1180,No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1491.25,1098.0,1104.0,2266.0,1497.0
1180,1181,No,Air Miles,Postcard,High,1,Yes,Medium,1,1,5,Yes,1090.75,1646.0,1303.0,928.0,486.0
1181,1182,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,991.5,1335.0,1317.0,711.0,603.0
1182,1183,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1077.0,1926.0,1489.0,674.0,219.0
1183,1184,No,Cash Back,Letter,Medium,2,Yes,High,2,1,4,Yes,1033.0,583.0,548.0,997.0,2004.0
1184,1185,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,No,1284.5,106.0,1845.0,1497.0,1690.0
1185,1186,No,Points,Letter,Low,2,No,High,1,1,4,No,1332.0,2182.0,1380.0,955.0,811.0
1186,1187,No,Cash Back,Letter,Medium,1,Yes,Low,1,2,6,No,879.0,1639.0,1030.0,758.0,89.0
1187,1188,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,No,191.0,31.0,336.0,272.0,125.0
1188,1189,No,Air Miles,Postcard,Medium,1,No,Low,1,2,3,Yes,1189.25,1006.0,1514.0,1757.0,480.0
1189,1190,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,No,1099.5,313.0,1447.0,2024.0,614.0
1190,1191,No,Cash Back,Postcard,High,1,No,Low,1,1,2,Yes,1097.5,777.0,407.0,1832.0,1374.0
1191,1192,No,Cash Back,Letter,High,1,No,Low,1,1,4,No,1293.5,772.0,564.0,1701.0,2137.0
1192,1193,No,Points,Letter,Medium,1,No,Low,3,1,2,No,1096.5,672.0,1055.0,1154.0,1505.0
1193,1194,No,Cash Back,Postcard,Medium,2,No,Low,1,2,3,Yes,193.5,249.0,129.0,295.0,101.0
1194,1195,No,Air Miles,Postcard,Medium,2,No,Low,1,1,5,No,1041.25,247.0,1186.0,1792.0,940.0
1195,1196,No,Air Miles,Letter,Medium,1,No,High,2,2,2,Yes,1055.75,470.0,1379.0,1026.0,1348.0
1196,1197,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,920.5,895.0,934.0,905.0,948.0
1197,1198,No,Air Miles,Letter,High,1,No,High,3,2,3,Yes,684.0,822.0,635.0,608.0,671.0
1198,1199,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,412.0,495.0,269.0,496.0,388.0
1199,1200,No,Points,Postcard,High,2,No,Medium,1,1,4,No,729.75,592.0,624.0,743.0,960.0
1200,1201,No,Points,Letter,Low,1,Yes,High,2,1,3,Yes,1213.0,724.0,1631.0,2096.0,401.0
1201,1202,No,Cash Back,Letter,Medium,2,No,High,1,2,4,Yes,698.5,995.0,502.0,718.0,579.0
1202,1203,No,Air Miles,Letter,Low,1,No,Medium,1,2,2,No,994.5,1873.0,1290.0,722.0,93.0
1203,1204,Yes,Points,Letter,Low,1,Yes,Low,3,1,4,Yes,1086.75,509.0,1035.0,1232.0,1571.0
1204,1205,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1148.5,321.0,1117.0,1191.0,1965.0
1205,1206,No,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1537.5,1412.0,1069.0,2272.0,1397.0
1206,1207,No,Air Miles,Letter,High,1,No,Medium,2,2,2,Yes,1046.0,1239.0,1164.0,742.0,1039.0
1207,1208,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,1205.75,1493.0,430.0,2001.0,899.0
1208,1209,No,Air Miles,Letter,Medium,2,No,Medium,3,2,2,Yes,1013.75,1745.0,919.0,1161.0,230.0
1209,1210,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,1109.75,1916.0,1489.0,957.0,77.0
1210,1211,No,Points,Letter,Low,1,No,High,2,1,4,Yes,279.75,225.0,173.0,377.0,344.0
1211,1212,No,Cash Back,Postcard,Medium,1,Yes,High,1,2,6,Yes,924.25,1799.0,1136.0,560.0,202.0
1212,1213,No,Cash Back,Letter,Low,1,No,Medium,2,1,1,Yes,1796.0,1560.0,1771.0,1898.0,1955.0
1213,1214,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,1288.5,345.0,1274.0,1783.0,1752.0
1214,1215,Yes,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1102.75,959.0,844.0,1432.0,1176.0
1215,1216,No,Cash Back,Postcard,High,1,No,Low,3,2,1,No,1330.25,1297.0,1681.0,1511.0,832.0
1216,1217,No,Points,Letter,Medium,1,Yes,High,2,1,2,Yes,199.25,277.0,73.0,261.0,186.0
1217,1218,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1183.0,556.0,1156.0,1689.0,1331.0
1218,1219,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,942.75,1595.0,1203.0,873.0,100.0
1219,1220,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,920.5,590.0,834.0,1703.0,555.0
1220,1221,No,Air Miles,Postcard,Medium,1,No,Low,1,2,4,Yes,321.5,361.0,396.0,313.0,216.0
1221,1222,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,No,943.75,116.0,1008.0,938.0,1713.0
1222,1223,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1275.5,794.0,1333.0,889.0,2086.0
1223,1224,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,814.75,980.0,692.0,844.0,743.0
1224,1225,No,Cash Back,Letter,Medium,2,No,Medium,2,1,3,No,956.25,132.0,612.0,1666.0,1415.0
1225,1226,No,Points,Postcard,Medium,1,No,Low,1,1,5,No,329.75,377.0,70.0,382.0,490.0
1226,1227,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,1466.25,871.0,1369.0,1965.0,1660.0
1227,1228,No,Points,Letter,Medium,1,No,High,2,1,3,No,361.0,492.0,425.0,212.0,315.0
1228,1229,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,No,362.75,468.0,203.0,386.0,394.0
1229,1230,No,Points,Postcard,Low,1,No,Low,2,2,5,Yes,1071.0,773.0,910.0,1716.0,885.0
1230,1231,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,832.25,55.0,796.0,1005.0,1473.0
1231,1232,No,Points,Postcard,High,2,No,Medium,3,1,5,No,1153.75,846.0,747.0,1685.0,1337.0
1232,1233,No,Cash Back,Postcard,High,1,No,Low,2,1,2,No,742.25,986.0,599.0,727.0,657.0
1233,1234,No,Cash Back,Postcard,High,1,No,Low,1,1,5,Yes,1305.75,1866.0,991.0,1386.0,980.0
1234,1235,No,Points,Postcard,Low,1,No,High,1,1,3,No,140.75,11.0,4.0,315.0,233.0
1235,1236,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,3,Yes,1378.25,919.0,1070.0,2193.0,1331.0
1236,1237,No,Points,Postcard,Medium,1,No,Low,2,2,2,Yes,1042.5,1431.0,989.0,1063.0,687.0
1237,1238,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,1143.5,645.0,620.0,1255.0,2054.0
1238,1239,No,Points,Postcard,Medium,1,Yes,Medium,1,1,5,Yes,1078.5,570.0,1744.0,1284.0,716.0
1239,1240,No,Points,Letter,Low,1,Yes,Medium,1,1,2,Yes,1126.75,734.0,1117.0,1713.0,943.0
1240,1241,No,Air Miles,Postcard,Medium,1,No,High,3,1,5,Yes,1303.5,837.0,1272.0,1714.0,1391.0
1241,1242,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1162.5,1570.0,1402.0,1334.0,344.0
1242,1243,No,Points,Letter,Medium,1,No,High,2,1,5,No,730.0,788.0,532.0,903.0,697.0
1243,1244,No,Air Miles,Postcard,Medium,1,No,High,3,1,6,No,1351.5,836.0,1353.0,1626.0,1591.0
1244,1245,No,Points,Letter,Medium,2,No,Medium,3,1,3,No,910.5,601.0,1058.0,1372.0,611.0
1245,1246,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1112.25,604.0,1225.0,1345.0,1275.0
1246,1247,No,Cash Back,Letter,Low,2,No,Medium,1,1,2,Yes,1130.25,1041.0,698.0,972.0,1810.0
1247,1248,No,Cash Back,Letter,High,2,No,Low,3,1,3,Yes,1055.75,957.0,451.0,1209.0,1606.0
1248,1249,No,Cash Back,Letter,Medium,1,No,High,4,2,5,Yes,784.75,551.0,992.0,653.0,943.0
1249,1250,No,Cash Back,Letter,Medium,1,Yes,High,1,1,4,Yes,1194.25,978.0,822.0,1648.0,1329.0
1250,1251,No,Air Miles,Postcard,High,1,No,Low,1,2,3,Yes,1353.25,2006.0,1798.0,1285.0,324.0
1251,1252,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,273.25,153.0,437.0,444.0,59.0
1252,1253,No,Cash Back,Letter,Medium,2,No,Low,1,1,3,Yes,1284.75,860.0,1220.0,1816.0,1243.0
1253,1254,Yes,Air Miles,Letter,Low,2,No,Medium,2,2,4,No,332.0,485.0,230.0,320.0,293.0
1254,1255,No,Points,Postcard,High,1,No,Medium,1,1,5,Yes,226.0,243.0,195.0,213.0,253.0
1255,1256,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,221.5,210.0,35.0,215.0,426.0
1256,1257,No,Points,Letter,Low,1,No,High,2,1,5,Yes,1125.5,760.0,1130.0,1025.0,1587.0
1257,1258,No,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,1311.0,351.0,1355.0,1736.0,1802.0
1258,1259,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,216.75,109.0,358.0,57.0,343.0
1259,1260,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,1142.25,826.0,1447.0,1759.0,537.0
1260,1261,No,Air Miles,Letter,High,1,No,High,3,1,4,Yes,1008.5,1236.0,1074.0,815.0,909.0
1261,1262,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,1689.75,1642.0,1603.0,1543.0,1971.0
1262,1263,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,5,Yes,232.75,301.0,232.0,209.0,189.0
1263,1264,No,Points,Letter,Low,1,No,High,1,1,3,Yes,903.75,1639.0,1011.0,868.0,97.0
1264,1265,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,341.75,356.0,298.0,453.0,260.0
1265,1266,Yes,Points,Letter,Medium,2,Yes,Medium,1,1,3,No,988.75,721.0,1051.0,1103.0,1080.0
1266,1267,Yes,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,1322.5,610.0,1296.0,2114.0,1270.0
1267,1268,No,Cash Back,Letter,High,1,Yes,High,1,1,5,No,1080.0,758.0,989.0,1380.0,1193.0
1268,1269,No,Points,Postcard,Medium,2,No,Medium,2,2,5,Yes,1051.25,1960.0,1095.0,980.0,170.0
1269,1270,No,Air Miles,Letter,Low,1,No,Medium,3,1,2,Yes,156.0,140.0,102.0,197.0,185.0
1270,1271,No,Air Miles,Letter,Low,1,Yes,Medium,2,2,1,No,681.75,643.0,689.0,637.0,758.0
1271,1272,No,Cash Back,Letter,High,1,No,High,2,2,4,Yes,983.25,1681.0,1274.0,605.0,373.0
1272,1273,No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,823.5,612.0,918.0,926.0,838.0
1273,1274,No,Cash Back,Letter,Medium,2,Yes,Low,1,1,4,No,585.75,558.0,533.0,722.0,530.0
1274,1275,Yes,Points,Postcard,Low,1,No,Low,3,1,4,No,677.5,857.0,719.0,536.0,598.0
1275,1276,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,986.5,1650.0,1386.0,716.0,194.0
1276,1277,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,1056.25,856.0,825.0,1980.0,564.0
1277,1278,No,Points,Letter,Low,2,No,Low,3,1,5,No,1094.25,812.0,1105.0,1942.0,518.0
1278,1279,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1301.5,736.0,1529.0,1833.0,1108.0
1279,1280,No,Air Miles,Postcard,Medium,2,No,Low,4,1,5,No,833.5,269.0,577.0,897.0,1591.0
1280,1281,No,Cash Back,Postcard,Low,1,No,High,3,1,2,Yes,867.0,934.0,912.0,941.0,681.0
1281,1282,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1027.0,1977.0,1009.0,841.0,281.0
1282,1283,No,Air Miles,Postcard,Low,1,No,Low,2,1,4,No,407.75,439.0,362.0,440.0,390.0
1283,1284,No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,182.25,167.0,459.0,60.0,43.0
1284,1285,No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,665.0,849.0,530.0,622.0,659.0
1285,1286,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,313.75,497.0,179.0,393.0,186.0
1286,1287,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,Yes,702.25,527.0,845.0,748.0,689.0
1287,1288,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,227.75,137.0,189.0,199.0,386.0
1288,1289,Yes,Cash Back,Postcard,Low,2,No,Low,2,1,6,Yes,1010.0,1392.0,1703.0,640.0,305.0
1289,1290,No,Points,Postcard,Low,1,No,Low,2,1,3,No,917.5,592.0,690.0,1064.0,1324.0
1290,1291,No,Air Miles,Postcard,Medium,1,No,High,1,3,3,No,1012.0,1862.0,1133.0,632.0,421.0
1291,1292,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,753.25,694.0,755.0,784.0,780.0
1292,1293,No,Air Miles,Postcard,High,1,No,High,1,1,2,Yes,199.0,183.0,360.0,133.0,120.0
1293,1294,No,Points,Letter,Low,1,No,High,3,1,3,Yes,1062.75,1405.0,1458.0,1243.0,145.0
1294,1295,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,1293.0,955.0,1362.0,1261.0,1594.0
1295,1296,No,Air Miles,Letter,Medium,2,No,High,3,1,4,No,1305.5,1784.0,1753.0,1301.0,384.0
1296,1297,Yes,Cash Back,Postcard,Low,1,Yes,Low,1,1,3,Yes,204.75,230.0,263.0,169.0,157.0
1297,1298,No,Points,Postcard,Medium,1,Yes,High,1,2,3,Yes,1070.5,1962.0,1207.0,787.0,326.0
1298,1299,No,Points,Letter,High,1,No,High,2,1,4,No,1047.75,1706.0,1370.0,554.0,561.0
1299,1300,Yes,Air Miles,Letter,Medium,2,No,Low,1,1,4,Yes,1406.5,970.0,1766.0,1324.0,1566.0
1300,1301,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,Yes,288.5,402.0,372.0,86.0,294.0
1301,1302,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1102.0,317.0,1414.0,1793.0,884.0
1302,1303,No,Cash Back,Postcard,Low,2,No,Medium,1,1,5,Yes,1038.25,588.0,929.0,1905.0,731.0
1303,1304,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,1173.75,563.0,1459.0,1813.0,860.0
1304,1305,No,Cash Back,Letter,High,2,No,Medium,1,2,2,Yes,1032.25,1475.0,806.0,1024.0,824.0
1305,1306,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,No,1085.25,1069.0,613.0,970.0,1689.0
1306,1307,No,Cash Back,Letter,Medium,1,No,Low,2,2,5,Yes,1002.25,533.0,1672.0,1304.0,500.0
1307,1308,No,Points,Postcard,High,1,No,High,1,1,2,Yes,753.75,742.0,883.0,589.0,801.0
1308,1309,No,Points,Postcard,High,1,No,Medium,2,1,4,No,860.5,493.0,478.0,1229.0,1242.0
1309,1310,No,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,282.5,384.0,206.0,129.0,411.0
1310,1311,No,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,1098.5,1971.0,1285.0,866.0,272.0
1311,1312,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,847.0,493.0,548.0,1675.0,672.0
1312,1313,Yes,Points,Postcard,Low,1,No,High,1,1,3,No,169.5,142.0,31.0,100.0,405.0
1313,1314,No,Cash Back,Letter,Medium,2,No,Low,3,1,5,No,998.0,1908.0,1307.0,673.0,104.0
1314,1315,No,Cash Back,Letter,Low,1,No,Low,2,2,3,No,749.75,731.0,950.0,783.0,535.0
1315,1316,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,No,733.0,942.0,803.0,524.0,663.0
1316,1317,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,738.25,429.0,524.0,1262.0,738.0
1317,1318,No,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,1130.5,570.0,936.0,1636.0,1380.0
1318,1319,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,734.0,751.0,634.0,755.0,796.0
1319,1320,No,Points,Letter,High,1,No,Medium,2,1,3,No,896.5,919.0,947.0,857.0,863.0
1320,1321,No,Points,Letter,High,1,No,Medium,1,1,3,No,1250.5,1671.0,1708.0,595.0,1028.0
1321,1322,No,Cash Back,Letter,Medium,2,No,High,2,1,2,No,1214.5,375.0,1134.0,1845.0,1504.0
1322,1323,No,Cash Back,Postcard,Low,1,Yes,High,3,1,3,No,1209.5,777.0,1518.0,1282.0,1261.0
1323,1324,No,Points,Letter,Medium,2,Yes,Medium,2,1,3,Yes,746.75,596.0,846.0,1000.0,545.0
1324,1325,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,967.25,1543.0,1270.0,684.0,372.0
1325,1326,No,Cash Back,Letter,High,1,No,Medium,1,1,6,No,1229.25,1824.0,1203.0,1000.0,890.0
1326,1327,No,Air Miles,Postcard,Medium,2,No,High,4,1,5,Yes,783.75,736.0,629.0,921.0,849.0
1327,1328,No,Air Miles,Letter,Low,1,No,High,1,2,2,Yes,1094.75,400.0,941.0,1782.0,1256.0
1328,1329,No,Cash Back,Postcard,Medium,2,Yes,Low,2,1,4,Yes,1050.75,217.0,452.0,1363.0,2171.0
1329,1330,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,981.75,1438.0,1373.0,699.0,417.0
1330,1331,No,Air Miles,Postcard,Medium,2,No,High,2,3,3,No,1038.5,609.0,949.0,856.0,1740.0
1331,1332,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,159.0,88.0,415.0,33.0,100.0
1332,1333,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,1,Yes,1255.25,952.0,998.0,1223.0,1848.0
1333,1334,No,Points,Postcard,Medium,1,No,High,2,1,4,No,309.25,480.0,9.0,441.0,307.0
1334,1335,No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,No,335.75,403.0,402.0,152.0,386.0
1335,1336,No,Points,Postcard,Low,1,No,Medium,2,1,2,No,873.0,917.0,766.0,842.0,967.0
1336,1337,No,Cash Back,Letter,High,1,No,Medium,1,2,3,No,981.5,1658.0,1259.0,713.0,296.0
1337,1338,No,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,659.0,508.0,879.0,726.0,523.0
1338,1339,No,Air Miles,Letter,Medium,1,No,Low,2,3,4,Yes,1298.75,1435.0,1437.0,1342.0,981.0
1339,1340,No,Cash Back,Letter,High,1,No,Low,3,1,6,No,155.25,136.0,64.0,82.0,339.0
1340,1341,No,Cash Back,Postcard,Low,2,No,Low,1,1,5,Yes,250.25,177.0,450.0,22.0,352.0
1341,1342,No,Air Miles,Letter,Low,2,No,High,3,1,3,No,1112.5,2108.0,1406.0,726.0,210.0
1342,1343,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1136.0,1711.0,1195.0,814.0,824.0
1343,1344,No,Cash Back,Postcard,Medium,1,No,Low,2,2,1,Yes,1247.75,1432.0,1752.0,1229.0,578.0
1344,1345,No,Points,Letter,High,1,No,Low,3,1,2,Yes,1063.25,1689.0,1091.0,1134.0,339.0
1345,1346,No,Points,Postcard,Medium,2,No,Low,2,2,6,No,1063.0,173.0,1365.0,1285.0,1429.0
1346,1347,No,Points,Letter,Medium,2,No,Low,2,1,4,Yes,1107.25,652.0,896.0,1884.0,997.0
1347,1348,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,980.0,81.0,887.0,1468.0,1484.0
1348,1349,No,Air Miles,Postcard,High,1,Yes,Medium,1,2,4,Yes,289.0,467.0,123.0,497.0,69.0
1349,1350,No,Points,Letter,Low,2,No,High,3,1,4,Yes,751.0,844.0,555.0,637.0,968.0
1350,1351,No,Cash Back,Postcard,High,2,No,Low,2,1,2,Yes,1190.0,1219.0,1505.0,1378.0,658.0
1351,1352,No,Air Miles,Postcard,High,1,Yes,Medium,2,1,3,Yes,683.0,642.0,648.0,902.0,540.0
1352,1353,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,660.0,534.0,688.0,636.0,782.0
1353,1354,No,Points,Postcard,High,1,No,High,2,1,2,No,751.75,592.0,674.0,946.0,795.0
1354,1355,No,Cash Back,Letter,High,2,Yes,Low,3,1,2,Yes,343.0,327.0,312.0,499.0,234.0
1355,1356,No,Air Miles,Letter,High,1,No,Low,2,1,6,Yes,973.75,847.0,1100.0,1403.0,545.0
1356,1357,No,Points,Postcard,Medium,1,No,Low,3,2,4,Yes,839.25,961.0,964.0,636.0,796.0
1357,1358,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1091.0,585.0,1286.0,1667.0,826.0
1358,1359,No,Air Miles,Postcard,Medium,2,No,Medium,2,2,3,Yes,972.5,515.0,634.0,845.0,1896.0
1359,1360,No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,Yes,730.5,793.0,794.0,660.0,675.0
1360,1361,No,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,599.25,549.0,599.0,655.0,594.0
1361,1362,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,253.75,448.0,269.0,162.0,136.0
1362,1363,No,Air Miles,Postcard,Medium,3,No,Medium,2,1,5,Yes,1001.5,701.0,1001.0,1810.0,494.0
1363,1364,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,1175.75,151.0,613.0,1742.0,2197.0
1364,1365,No,Points,Letter,High,1,No,Medium,2,2,3,Yes,1387.25,2047.0,1537.0,984.0,981.0
1365,1366,No,Points,Letter,Medium,1,No,High,1,1,3,No,217.25,302.0,161.0,137.0,269.0
1366,1367,No,Points,Postcard,Medium,1,No,High,2,1,1,Yes,1476.0,1102.0,1706.0,1241.0,1855.0
1367,1368,No,Cash Back,Letter,Low,1,Yes,Medium,1,1,4,Yes,933.0,1803.0,1197.0,656.0,76.0
1368,1369,No,Cash Back,Letter,Medium,1,No,High,1,2,5,No,404.75,436.0,436.0,398.0,349.0
1369,1370,No,Points,Letter,Low,1,Yes,High,1,1,4,No,803.5,507.0,837.0,976.0,894.0
1370,1371,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,866.0,330.0,892.0,1451.0,791.0
1371,1372,No,Air Miles,Postcard,High,1,No,High,3,1,3,No,922.5,1777.0,1137.0,630.0,146.0
1372,1373,No,Points,Postcard,High,1,Yes,High,2,1,6,Yes,1117.5,2046.0,854.0,1092.0,478.0
1373,1374,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,988.25,1498.0,839.0,610.0,1006.0
1374,1375,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1041.5,1966.0,1172.0,842.0,186.0
1375,1376,No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1185.0,692.0,1488.0,1739.0,821.0
1376,1377,No,Air Miles,Postcard,Medium,1,No,High,3,2,3,Yes,1007.0,713.0,1386.0,1393.0,536.0
1377,1378,No,Air Miles,Postcard,High,1,No,High,1,1,1,No,1032.5,1671.0,1378.0,885.0,196.0
1378,1379,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,1332.5,770.0,1215.0,2299.0,1046.0
1379,1380,No,Cash Back,Letter,Medium,1,No,High,3,1,2,Yes,1047.5,248.0,1275.0,1745.0,922.0
1380,1381,No,Cash Back,Postcard,High,1,No,High,4,2,3,Yes,722.25,572.0,983.0,646.0,688.0
1381,1382,No,Cash Back,Letter,Medium,1,No,Low,3,1,3,No,201.75,217.0,403.0,69.0,118.0
1382,1383,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1081.5,642.0,843.0,1198.0,1643.0
1383,1384,No,Air Miles,Letter,Medium,2,No,Low,3,2,4,Yes,1009.75,1395.0,1060.0,719.0,865.0
1384,1385,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1125.5,514.0,1712.0,1244.0,1032.0
1385,1386,No,Points,Letter,Low,1,Yes,Medium,2,1,3,No,929.75,1544.0,1375.0,671.0,129.0
1386,1387,Yes,Points,Postcard,Medium,2,No,Low,2,1,3,No,1308.75,95.0,1873.0,1431.0,1836.0
1387,1388,No,Cash Back,Letter,High,1,No,Medium,3,1,2,Yes,1689.0,1581.0,1617.0,1634.0,1924.0
1388,1389,No,Cash Back,Letter,Low,2,No,Low,1,1,4,Yes,1081.5,2081.0,1046.0,1120.0,79.0
1389,1390,No,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,1085.25,1644.0,1490.0,834.0,373.0
1390,1391,No,Points,Letter,Medium,2,Yes,Low,1,1,5,Yes,869.75,862.0,813.0,932.0,872.0
1391,1392,No,Air Miles,Letter,High,2,No,High,2,1,4,Yes,1136.75,1638.0,1529.0,1216.0,164.0
1392,1393,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,153.75,17.0,131.0,253.0,214.0
1393,1394,No,Cash Back,Letter,Medium,3,No,Low,3,1,5,No,1013.25,1874.0,1450.0,625.0,104.0
1394,1395,No,Cash Back,Letter,High,1,No,High,1,1,3,No,315.5,211.0,323.0,355.0,373.0
